Исходное изображение,Скорректированное изображение,Предсказанный угол (градусы),timestamp
.gradio\flagged\Исходное изображение\63951c566100f551609a\photo_2026-01-26_21-28-22.jpg,.gradio\flagged\Скорректированное изображение\bceb757d21f6a695d25f\image.webp,'-11.55,2026-01-26 21:29:18.124367
